CORPORATE_IDENTIFICATION_NUMBER;COMPANY_NAME;COMPANY_STATUS;COMPANY_CLASS;COMPANY_CATEGORY;COMPANY_SUB_CATEGORY;DATE_OF_REGISTRATION;REGISTERED_STATE;AUTHORIZED_CAP;PAIDUP_CAPITAL;INDUSTRIAL_CLASS;PRINCIPAL_BUSINESS_ACTIVITY_AS_PER_CIN;REGISTERED_OFFICE_ADDRESS;REGISTRAR_OF_COMPANIES;EMAIL_ADDR;LATEST_YEAR_ANNUAL_RETURN;LATEST_YEAR_FINANCIAL_STATEMENT
L51100GJ1994PLC023249;DEVHARI EXPORTS (INDIA) LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;11-10-1994;Gujarat;75000000.0;74283377.0;51100.0;Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods;9, Siddharth Shopping CenterOpp. Jolly Bungalow  ;ROCÂ AHMEDABAD;devharilimited@gmail.com;31-3-2019;31-3-2019
L51100GJ1995PLC025715;GENUS COMMU-TRADE LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;3-5-1995;Gujarat;110000000.0;101295000.0;51100.0;Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods;S-33, TIRUPATI PLAZACOLLEGE ROAD,PALANPUR  ;ROCÂ AHMEDABAD;genuscommu@rediffmail.com;31-3-2012;31-3-2012
L51100GJ1995PLC026968;SUPREME (INDIA) IMPEX LTD   ;ACTV;Public;Company limited by Shares;Non-govt company;2-8-1995;Gujarat;50000000.0;48873190.0;51100.0;Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods;PLOT NO.823/2, ROAD NO.8GIDC, SACHIN  ;ROCÂ AHMEDABAD;supreme_india@hotmail.com;31-3-2018;31-3-2018
L51100GJ1995PLC027414;TRIPEX OVERSEAS LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;8-9-1995;Gujarat;85000000.0;80443000.0;51100.0;Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods;317, SAMAN COMPLEX, OPP. NALANDA COMPLEXVASTRAPUR  ;ROCÂ AHMEDABAD;info@tripexoverseas.com;31-3-2006;31-3-2006
L51100GJ2000PLC037204;WELSPUN GLOBAL BRANDS LIMITED   ;AMAL;Public;Company limited by Shares;Non-govt company;19-1-2000;Gujarat;505000000.0;104754960.0;51100.0;Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods;Welspun City, Village VersamediTaluka Anjar  ;ROCÂ AHMEDABAD;jeevan_mondkar@welspun.com;31-3-2011;31-3-2011
L51100GJ2005PLC046562;GAUTAM EXIM LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;5-8-2005;Gujarat;50000000.0;30810000.0;51100.0;Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods;C7/57 59 MIRGASIR COMPLEXOPP ADVANCE COMPLEX NH NO 8 GIDC  ;ROCÂ AHMEDABAD;grrpl1850@gmail.com;31-3-2019;31-3-2019
L51101GJ1984PLC102027;CREATIVE MERCHANTS LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;9-10-1984;Gujarat;50000000.0;50000000.0;51101.0;Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods;B-304, SILVER GARDENIYANR. MANAN AUTO VILL: GOTA(GSEB)  ;ROCÂ AHMEDABAD;creativemerchants1984@gmail.com;31-3-2018;31-3-2018
L51101GJ2009PLC057954;SYSCO INDUSTRIES LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;1-9-2009;Gujarat;85000000.0;79537000.0;51101.0;Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods;206, RAJHANS COMPLEX, CIVIL CHAR RASTANEAR NIRMALCHILDRAN HOSPITAL, RING ROAD,  ;ROCÂ AHMEDABAD;mail@syscogroup.in;31-3-2018;31-3-2018
L51101GJ2012PLC072578;WELSPUN ENTERPRISES LIMITED   ;AMAL;Public;Company limited by Shares;Non-govt company;5-11-2012;Gujarat;150000000.0;131474150.0;51101.0;Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods;Welspun City, Village Versamedi,Taluka Anjar  ;ROCÂ AHMEDABAD;rajendra_sawant@welspun.com;31-3-2014;31-3-2014
L51103GJ1982PLC097872;DEVRUP TRADING LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;28-8-1982;Gujarat;32500000.0;11302000.0;51103.0;Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods;BLOCK C-309, GANESH MEREDIANOPP.GUJARAT HIGH COURT, S. G. HIGHWAY  ;ROCÂ AHMEDABAD;cricwatches007@gmail.com;31-3-2019;31-3-2019
L51109GJ1984PLC094498;KONARK BUILDERS & DEVELOPERS LTD   ;ACTV;Public;Company limited by Shares;Non-govt company;30-3-1984;Gujarat;31000000.0;30925000.0;51109.0;Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods;505, Abhishree Adroit, Nyay Marg,Nr. Mansi Circle, Vastrapur,  ;ROCÂ AHMEDABAD;kbdl84@gmail.com;31-3-2018;31-3-2019
L51109GJ2007PLC050404;PRIME CUSTOMER SERVICES LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;30-3-2007;Gujarat;150000000.0;34930000.0;51109.0;Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods;102 SANSKAR- 2, NEAR KETAV PETROL PUMPPOLYTECHNIC ROAD, AMBAWADI  ;ROCÂ AHMEDABAD;info@primecustomer.co.in;31-3-2019;31-3-2019
L51109GJ2007PLC050915;BINDAL EXPORTS LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;22-5-2007;Gujarat;50000000.0;46004000.0;51109.0;Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods;BLOK NO.270, NEAR KUMBHARIA BUS STAND,SURAT-KADODARA ROAD, KUMBHARIA,  ;ROCÂ AHMEDABAD;cs@bindalexports.com;31-3-2019;31-3-2019
L51109GJ2010PLC060377;BRIGHT SOLAR LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;23-4-2010;Gujarat;220000000.0;204000000.0;51109.0;Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods;C-103, TITANIUM SQUARE, THALTEJ CROSS ROAD,S.G HIGHWAY, THALTEJ,  ;ROCÂ AHMEDABAD;compliance@brightsolar.co.in;31-3-2019;31-3-2019
L51109GJ2012PLC069352;PENTA GOLD LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;12-3-2012;Gujarat;150000000.0;127250000.0;51109.0;Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods;2224, MANEK CHOWKOPP OLD SHARE BAZAR  ;ROCÂ AHMEDABAD;info@pentagold.in;31-3-2019;31-3-2019
L51109GJ2013PLC076482;ADD-SHOP PROMOTIONS LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;20-8-2013;Gujarat;70000000.0;64741250.0;51109.0;Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods;B-304 IMPERIAL HEIGHT1150FT RING ROAD  ;ROCÂ AHMEDABAD;investor@addshop.co;31-3-2019;31-3-2019
L51396GJ2012PLC073061;SHRENIK LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;20-12-2012;Gujarat;250000000.0;204000000.0;51396.0;Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods;505-508, TEN/11,BESIDE MARDIA PLAZA, C.G. ROAD,  ;ROCÂ AHMEDABAD;info@shrenik.co.in;31-3-2019;31-3-2019
L51400GJ1993PLC019126;GUJARAT NARMADA FLYASH COMPANY LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;15-3-1993;Gujarat;70000000.0;63673000.0;51400.0;Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods;SHOP NO. 4, AL-MANSOOR COMPLEX, NEAR AL-SAFIQMASZID, NEAR JAGRUTI SCHOOL, MAKARBA, SARKHEJ,  ;ROCÂ AHMEDABAD;investor.relations@gnflyltd.com;31-3-2014;31-3-2014
L51431GJ1984PLC094292;BRONZE TRADING LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;16-4-1984;Gujarat;50000000.0;50000000.0;51431.0;Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods;A-12/2, 4th Floor, Ajanta Commercial Center,Income tax Cross Road, Ashram Rd.  ;ROCÂ AHMEDABAD;bronzetradinglimited@gmail.com;31-3-2016;31-3-2016
L51494GJ1979PLC006698;ADVANCE MULTITECH LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;16-4-1979;Gujarat;50000000.0;40285710.0;51494.0;Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods;36 KOTHARI MARKETKANKARIA ROAD 22   ;ROCÂ AHMEDABAD;info@advancemulti.com;31-3-2019;31-3-2019
L51502GJ1983PLC006278;GANDHINAGAR ENTERPRISE LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;4-6-1983;Gujarat;200000000.0;72050000.0;51502.0;Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods;Plot No. 90, Sector-19Gandhinagar  ;ROCÂ AHMEDABAD;info@gandhinagarhotels.in;31-3-2015;31-3-2015
L51900GJ1980PLC065554;SHAILY ENGINEERING PLASTICS LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;18-4-1980;Gujarat;160000000.0;83184300.0;51900.0;Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods;SURVEY NO. 364/366AT & PO. RANIA, TALUKA SAVLI  ;ROCÂ AHMEDABAD;secretarial@shaily.com;31-3-2019;31-3-2019
L51900GJ1980PLC092150;MALABAR TRADING COMPANY LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;18-4-1980;Gujarat;210000000.0;200900000.0;51900.0;Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods;24, Laxmi Chambers,Navjeevan Press Road,Opp. Old Gujarat High Court, Ahmedabad  ;ROCÂ AHMEDABAD;malabartrading@rediffmail.com;31-3-2019;31-3-2019
L51900GJ1981PLC079859;SIMPLEX TRADING AND AGENCIES LTD   ;ACTV;Public;Company limited by Shares;Non-govt company;9-7-1981;Gujarat;50000000.0;500000000.0;51900.0;Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods;A-1113, SIDDHIVINAYAK COMPLEX,MAKARBA, VEJALPUR,  ;ROCÂ AHMEDABAD;simplextrading2007@gmail.com;31-3-2018;31-3-2019
L51900GJ1981PLC103450;SJ CORPORATION LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;15-9-1981;Gujarat;50000000.0;8355000.0;51900.0;Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods;Office No.311, Laxmi Enclave, Gajera School Road,Katargam  ;ROCÂ AHMEDABAD;sjcorporation9@yahoo.com;31-3-2019;31-3-2019
L51900GJ1985PLC110976;KAPASHI COMMERCIAL LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;11-9-1985;Gujarat;25000000.0;25000000.0;51900.0;Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods;206, S.F. Ashirwad Paras 1, Near Kanti Bharwad PMTOpposite Andaz Party Plot, Makarba  ;ROCÂ AHMEDABAD;admin@kcltd.co.in;31-3-2019;31-3-2019
L51900GJ2015PLC085474;MAXIMUS INTERNATIONAL LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;22-12-2015;Gujarat;130000000.0;125720000.0;51900.0;Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods;504A, OZONE,Dr. Vikram Sarabhai Marg, Vadi-wadi,  ;ROCÂ AHMEDABAD;maximus_international@yahoo.com;31-3-2019;31-3-2019
L51909GJ1972PLC044638;PAUSHAK LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;6-5-1972;Gujarat;200000000.0;30821000.0;51909.0;Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods;ALEMBIC ROAD   ;ROCÂ AHMEDABAD;investors@paushak.com;31-3-2019;31-3-2019
L51909GJ1973PLC002252;MADHUR INDUSTRIES LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;3-4-1973;Gujarat;50000000.0;40900000.0;51909.0;Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods;Madhur Complex, Stadium Cross Road,Navrangpura  ;ROCÂ AHMEDABAD;info@madhur.co;31-3-2019;31-3-2019
L51909GJ1982PLC086535;CHANDRIMA MERCANTILES LTD   ;ACTV;Public;Company limited by Shares;Non-govt company;27-12-1982;Gujarat;25500000.0;25113000.0;51909.0;Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods;3-7TH FL.A, SAPATH-4, PRAHLAD NAGAR,SARKHEJ GANDHINAGAR HIGHWAY, SATELLITE,  ;ROCÂ AHMEDABAD;chandrimamercantile@gmail.com;31-3-2019;31-3-2019
L51909GJ1982PLC100824;KUBER UDYOG LTD   ;ACTV;Public;Company limited by Shares;Non-govt company;25-11-1982;Gujarat;50000000.0;34330000.0;51909.0;Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods;326,THIRD FLOOR, GOLDSOUK COMPLEXOPP PARISEEMA, NR. ISCON ARCADE, C.G. ROAD,  ;ROCÂ AHMEDABAD;kuberudyoglimited@gmail.com;31-3-2019;31-3-2019
L51909GJ1983PLC093146;ELLORA TRADING LTD   ;ACTV;Public;Company limited by Shares;Non-govt company;9-2-1983;Gujarat;17500000.0;14600000.0;51909.0;Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods;B-1006, Nar Narayan Complex,Near Swastik Char Rasta, Navrangpura,  ;ROCÂ AHMEDABAD;elloratradingltd@gmail.com;31-3-2019;31-3-2019
L51909GJ1986PLC008539;PERVASIVE COMMODITIES LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;11-3-1986;Gujarat;10000000.0;952200.0;51909.0;Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods;306, SARTHIK COMPLEX, NR. FUN REPUBLICISCON CROSS ROAD, SATELLITE  ;ROCÂ AHMEDABAD;pervasivecommodities@gmail.com;31-3-2019;31-3-2019
L51909GJ1988PLC010412;CLARISIS ORGANICS LIMITED   ;ULQD;Public;Company limited by Shares;Non-govt company;2-3-1988;Gujarat;110000000.0;103520000.0;51909.0;Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods;SANKKKARDA SAVLI ROAD489 VILLAGE MOKSHITAL-SAVLI  ;ROCÂ AHMEDABAD;maildeveshpathak@rediffmail.com;31-3-2010;31-3-2010
L51909GJ1991PLC015522;HALDYN GLASS LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;25-4-1991;Gujarat;150000000.0;53751700.0;51909.0;Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods;VILLAGE:GAVISAD DIST:PADRA   ;ROCÂ AHMEDABAD;dmehta@haldyn.com;31-3-2019;31-3-2019
L51909GJ1992PLC017689;JAISWAL PHARMACHEM LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;22-5-1992;Gujarat;200000000.0;183400000.0;51909.0;Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods;3 GANDHIBAUG SOCIETYBEHIND GAJJAR HALL ELLISBRIDGE  ;ROCÂ AHMEDABAD;amitleena@hotmail.com;31-3-2005;31-3-2005
L51909GJ1992PLC017694;ZODIAC ENERGY LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;22-5-1992;Gujarat;75000000.0;73167200.0;51909.0;Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods;U.G.F-4,5,6, MILESTONE BUILDING,NEAR KHODIYARRESTAURANT, NEAR DRIVE IN CINEMA,THALTEJ  ;ROCÂ AHMEDABAD;compliance@zodiacenergy.com;31-3-2019;31-3-2019
L51909GJ1992PLC017742;VINNY OVERSEAS LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;29-5-1992;Gujarat;125000000.0;91946000.0;51909.0;Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods;B/H INTERNATIONAL HOTELNAROL-ISANPUR ROAD NAROL  ;ROCÂ AHMEDABAD;CS@VINNYOVERSEAS.IN;31-3-2019;31-3-2019
L51909GJ1993PLC019111;TOWA SOKKI LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;10-3-1993;Gujarat;90000000.0;45548000.0;51909.0;Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods;FF-6, AMRAPALI APARTMENT, NEAR AIR FORCE STATION,MAKARPURA  ;ROCÂ AHMEDABAD;towasurvey@yahoo.co.in;31-3-2019;31-3-2019
L51909GJ1994PLC021482;AROMA ENTERPRISES (INDIA) LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;4-3-1994;Gujarat;75000000.0;49404000.0;51909.0;Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods;88, Ajanta Commercial CenterNr. Income Tax Circle, Ashram Road  ;ROCÂ AHMEDABAD;compliance.mgc@gmail.com;31-3-2019;31-3-2019
L51909GJ1994PLC022719;NANDAN DENIM LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;9-8-1994;Gujarat;1000000000.0;480490560.0;51909.0;Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods;SURVEY NO 198/1 203/2 SAIJPUR GOPALPURPIRANA ROAD, PIPLEJ  ;ROCÂ AHMEDABAD;purvee@chiripalgroup.com;31-3-2019;31-3-2019
L51909GJ1994PLC023680;OMKAR OVERSEAS LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;25-11-1994;Gujarat;60000000.0;49235750.0;51909.0;Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods;212 NEW CLOTH MARKETO/S RAIPUR GATE   ;ROCÂ AHMEDABAD;omkaroverseas212@gmail.com;31-3-2019;31-3-2019
L51909GJ1995PLC024874;VISHAL EXPORTS OVERSEAS LTD   ;ACTV;Public;Company limited by Shares;Non-govt company;6-3-1995;Gujarat;1570000000.0;360000000.0;51909.0;Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods;THIRD FLOOR, 301, SHEEL COMPLEX, 4, MAYUR COLONY,NEAR MITHAKHALI SIX ROAD, MITHAKHALI  ;ROCÂ AHMEDABAD;veolad1@gmail.com;31-3-2019;31-3-2019
L51909GJ1995PLC024905;ROSELABS LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;7-3-1995;Gujarat;150000000.0;100026000.0;51909.0;Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods;123/1 SAIJPUR GOPALPURPIRANA ROAD PIPLAJ  ;ROCÂ AHMEDABAD;pawan@roselabsindia.com;31-3-2013;31-3-2018
L51909GJ1995PLC024991;C G IMPEX LTD   ;ACTV;Public;Company limited by Shares;Non-govt company;13-3-1995;Gujarat;100000000.0;76711500.0;51909.0;Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods;A-2, RUSSIAN FLATS, NR. CHOICE RESTAURANT,C.G.ROAD,  ;ROCÂ AHMEDABAD;cgimpexltd@yahoo.com;31-3-2009;31-3-2009
L51909GJ1996PLC031163;OASIS TRADELINK LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;20-11-1996;Gujarat;109000000.0;108746360.0;51909.0;Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods;Ground Floor, Maruti House Bldg,Toran Dinning Hall, Navrangpura,  ;ROCÂ AHMEDABAD;oasistradelink@gmail.com;31-3-2019;31-3-2019
L51909GJ1997PLC031561;SUNCARE TRADERS LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;22-1-1997;Gujarat;120000000.0;112220000.0;51909.0;Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods;7, SHREE SHAKTI ESTATE, BEHIND MILAN COMLEX,SARKHEJ - SANAND CROSS ROAD, SARKHEJ  ;ROCÂ AHMEDABAD;sctl31561@gmail.com;31-3-2019;31-3-2019
L51909GJ2000PLC037329;SIKKO INDUSTRIES LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;8-2-2000;Gujarat;60000000.0;56000000.0;51909.0;Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods;508, Iscon Eligance, Nr. Jain TempleNr. Prahladnagar Pick up Stand, Vejalpur,  ;ROCÂ AHMEDABAD;compliance@sikkoindia.com;31-3-2019;31-3-2019
L51909GJ2007PLC050974;SUN RETAIL LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;28-5-2007;Gujarat;100000000.0;96980000.0;51909.0;Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods;213/214, Phase-IIGIDC, Naroda  ;ROCÂ AHMEDABAD;sun_retail@yahoo.com;31-3-2019;31-3-2019
L51909GJ2018PLC104200;ANAND RAYONS LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;20-9-2018;Gujarat;150000000.0;149847210.0;51909.0;Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods;305-306, Jay Sagar ComplexOpp. Sub Jail, Khatodra  ;ROCÂ AHMEDABAD;anandrayonsltd@gmail.com;31-3-2019;31-3-2019
L52100GJ1978PLC003159;AMBALAL SARABHAI ENTERPRISES LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;5-6-1978;Gujarat;950000000.0;766332960.0;52100.0;Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods;Shanti Sadan,Mirzapur Road,  ;ROCÂ AHMEDABAD;ketanadhvaryu@sarabhai.co.in;31-3-2019;31-3-2019
L52100GJ1980PLC095705;WYNAD ESTATE AND INDUSTRIES LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;19-4-1980;Gujarat;2500000.0;2450000.0;52100.0;Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods;308, Shital Varsha Arcade,Opp. Girish Cold Drinks, C. G. Road, Navrangpura  ;ROCÂ AHMEDABAD;niranjanjainco156@yahoo.co.in;31-3-2019;31-3-2019
L52100GJ1990PLC013964;UNISON METALS LTD   ;ACTV;Public;Company limited by Shares;Non-govt company;29-6-1990;Gujarat;40000000.0;32042000.0;52100.0;Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods;PLOT NO 5015 ,PHASE 4,RAMOL CHAR RASTA ,G I D C,VATVA  ;ROCÂ AHMEDABAD;unisonmetals@gmail.com;31-3-2019;31-3-2019
L52100GJ1993PLC018943;ARYAVAN ENTERPRISE LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;5-2-1993;Gujarat;45000000.0;38504000.0;52100.0;Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods;308, Shital Varsha Arcade,Opp. Girish Cold Drinks, C. G. Road, Navrangpura  ;ROCÂ AHMEDABAD;investor.deepti@gmail.com;31-3-2019;31-3-2019
L52100GJ1993PLC019031;SHRI MAHALAXMI AGRICULTURAL DEVELOPMENTLIMITED  ;ACTV;Public;Company limited by Shares;Non-govt company;25-2-1993;Gujarat;110000000.0;101613000.0;52100.0;Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods;57-58-59, 6th Floor, Shree Krishna CentreMithakhali Six Road, Mithakhali  ;ROCÂ AHMEDABAD;smadl.india@gmail.com;31-3-2018;31-3-2018
L52100GJ1994PLC023147;VAX HOUSING FINANCE CORPORATION LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;28-9-1994;Gujarat;140000000.0;120032000.0;52100.0;Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods;301, SIMANDHAR ESTATE, NR SAKAR-IIIINCOMETAX  ;ROCÂ AHMEDABAD;vax1994@yahoo.co.in;31-3-2013;31-3-2017
L52100GJ2008PLC055075;TITAANIUM TEN ENTERPRISE LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;18-9-2008;Gujarat;90000000.0;67285070.0;52100.0;Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods;SHOP NO. 901/914, RAJHANS COMPLEX,9TH FLOOR, RING ROAD  ;ROCÂ AHMEDABAD;kapadiatraders@hotmail.com;31-3-2019;31-3-2019
L52100GJ2008PLC055195;WELSPUN INVESTMENTS AND COMMERCIALSLIMITED  ;ACTV;Public;Company limited by Shares;Non-govt company;7-10-2008;Gujarat;130600000.0;36544760.0;52100.0;Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods;Welspun City, Village VersamediTaluka Anjar, Dist Kutch  ;ROCÂ AHMEDABAD;companysecretary_winl@welspun.com;31-3-2019;31-3-2019
L52190GJ2013PLC077269;OSIA HYPER RETAIL LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;18-10-2013;Gujarat;70000000.0;59534000.0;52190.0;Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods;BASEMENT STORE 1, 4D SQUARE, Opp. IIT ENG COLLEGE,NR. D-MART, VISAT GANDHINAGAR HIGHWAY, MOTERA,  ;ROCÂ AHMEDABAD;acct.ohrl@gmail.com;31-3-2019;31-3-2019
